filing_id,filing_date,transaction_date,ticker,insider_name,insider_title,transaction_type,shares_transacted,price_per_share,transaction_value,shares_owned_after,ownership_type,filing_delay_days
2041,2018-08-07,2018-08-06,JWZ,Insider_JWZ_0,VP,S-Sale,42904,26.55,1138939.1,237,Indirect,1
7643,2018-08-07,2018-08-04,SQD,Insider_SQD_1,SVP,S-Sale,7152,20.91,149572.59,0,Trust,3
1121,2018-08-07,2018-08-07,QQL,Insider_QQL_1,VP,S-Sale,1843,11.06,20392.23,97365,Indirect,0
6183,2018-08-08,2018-08-05,MMRZ,Insider_MMRZ_2,VP,P-Purchase,402,4.47,1798.48,79879,Indirect,3
7030,2018-08-08,2018-08-05,OSLW,Insider_OSLW_5,Director,S-Sale,22232,17.44,387662.13,0,Direct,3
7719,2018-08-08,2018-08-05,YVQM,Insider_YVQM_0,Director,S-Sale,9507,11.38,108180.12,611,Indirect,3
116,2018-08-08,2018-08-06,ISL,Insider_ISL_4,SVP,P-Purchase,12614,39.13,493557.06,27820,Direct,2
5646,2018-08-09,2018-08-05,UHZD,Insider_UHZD_4,Director,S-Sale,31843,16.66,530498.33,0,Direct,4
7522,2018-08-09,2018-08-07,OWNK,Insider_OWNK_0,VP,S-Sale,32593,15.09,491888.32,0,Direct,2
6249,2018-08-09,2018-08-07,URM,Insider_URM_2,SVP,S-Sale,1633,5.8,9471.14,28172,Direct,2
7417,2018-08-09,2018-08-05,UNI,Insider_UNI_5,General Counsel,P-Purchase,862,15.52,13374.69,33198,Direct,4
2590,2018-08-09,2018-08-07,JZSG,Insider_JZSG_4,VP,S-Sale,838,17.02,14265.51,51188,Direct,2
1044,2018-08-09,2018-08-07,QZTL,Insider_QZTL_1,10% Owner,S-Sale,3462,14.79,51200.96,9062,Direct,2
837,2018-08-09,2018-08-08,RZLB,Insider_RZLB_6,Director,S-Sale,1456,97.51,141980.86,216,Direct,1
7210,2018-08-10,2018-08-08,LEEW,Insider_LEEW_9,CFO,S-Sale,337455,5.35,1806209.25,0,Direct,2
6583,2018-08-10,2018-08-09,SMM,Insider_SMM_2,Controller,S-Sale,2792,3.25,9063.6,20073,Direct,1
7325,2018-08-10,2018-08-08,KDMG,Insider_KDMG_0,SVP,P-Purchase,606,23.16,14036.78,66697,Indirect,2
2453,2018-08-10,2018-08-09,ASJL,Insider_ASJL_0,Director,S-Sale,4548,43.36,197209.9,59253,Direct,1
2495,2018-08-13,2018-08-11,UHZD,Insider_UHZD_5,SVP,P-Purchase,2423,15.39,37290.82,79853,Trust,2
2710,2018-08-13,2018-08-11,ZSZ,Insider_ZSZ_2,Director,S-Sale,93213,7.85,731462.56,61138,Trust,2
3543,2018-08-13,2018-08-12,YVQM,Insider_YVQM_1,10% Owner,P-Purchase,733,7.68,5630.7,76675,Direct,1
7964,2018-08-14,2018-08-12,KVP,Insider_KVP_0,SVP,S-Sale,50403,11.9,599549.73,0,Direct,2
5521,2018-08-15,2018-08-12,LLEG,Insider_LLEG_2,SVP,S-Sale,4755,12.34,58677.97,29980,Direct,3
2181,2018-08-16,2018-08-12,ZLY,Insider_ZLY_0,10% Owner,P-Purchase,1446,8.99,13006.24,7398,Direct,4
270,2018-08-17,2018-08-16,PAIF,Insider_PAIF_0,CFO,P-Purchase,1951,3.31,6467.45,219893,Indirect,1
6878,2018-08-17,2018-08-15,IRZ,Insider_IRZ_4,Director,S-Sale,548,9.04,4954.97,79563,Direct,2
3211,2018-08-17,2018-08-15,CPWY,Insider_CPWY_1,VP,S-Sale,1207,10.57,12762.3,38,Direct,2
339,2018-08-20,2018-08-16,GYQ,Insider_GYQ_4,COO,S-Sale,3288,4.55,14968.07,255656,Direct,4
319,2018-08-20,2018-08-20,SMM,Insider_SMM_4,10% Owner,S-Sale,3475,10.07,34990.83,6985,Indirect,0
1460,2018-08-20,2018-08-10,TEL,Insider_TEL_2,Director,S-Sale,557,17.64,9827.54,10705,Trust,10
5269,2018-08-20,2018-08-19,YQYX,Insider_YQYX_1,Director,P-Purchase,218,21.89,4772.22,22969,Indirect,1
7872,2018-08-21,2018-08-11,OKH,Insider_OKH_8,General Counsel,S-Sale,16067,13.0,208941.01,0,Direct,10
105,2018-08-21,2018-08-19,GAAY,Insider_GAAY_1,10% Owner,S-Sale,578,18.88,10912.76,3910,Direct,2
1406,2018-08-21,2018-08-19,KZW,Insider_KZW_8,CTO,S-Sale,7349,53.77,395132.06,0,Direct,2
6383,2018-08-21,2018-08-18,YQYX,Insider_YQYX_1,Director,P-Purchase,4989,34.54,172333.0,329575,Trust,3
2989,2018-08-21,2018-08-21,VNFF,Insider_VNFF_1,CEO,S-Sale,2704,20.77,56157.08,6078,Direct,0
2479,2018-08-21,2018-08-21,IRZ,Insider_IRZ_4,Director,S-Sale,573,9.53,5462.06,44120,Direct,0
4588,2018-08-22,2018-08-20,KKP,Insider_KKP_2,SVP,S-Sale,79251,10.64,843548.16,0,Direct,2
6589,2018-08-22,2018-08-20,EFCU,Insider_EFCU_2,10% Owner,P-Purchase,1528,10.68,16325.57,7707,Indirect,2
3759,2018-08-22,2018-08-20,CRZS,Insider_CRZS_2,SVP,S-Sale,4500,17.29,77783.33,40571,Indirect,2
5931,2018-08-23,2018-08-22,CATU,Insider_CATU_2,Controller,S-Sale,617,3.55,2192.2,540057,Direct,1
6271,2018-08-23,2018-08-21,BFVK,Insider_BFVK_2,CEO,P-Purchase,310,11.48,3559.19,14055,Indirect,2
5753,2018-08-23,2018-08-20,KPQ,Insider_KPQ_2,Director,S-Sale,3618,22.6,81762.59,16119,Indirect,3
1463,2018-08-24,2018-08-24,LMLN,Insider_LMLN_1,CFO,S-Sale,35891,7.17,257164.48,0,Indirect,0
1793,2018-08-24,2018-08-22,OWO,Insider_OWO_3,Director,P-Purchase,446,2.92,1300.78,85438,Direct,2
7921,2018-08-24,2018-08-24,OWO,Insider_OWO_2,CEO,P-Purchase,22832,3.84,87630.72,105180,Direct,0
5545,2018-08-24,2018-08-17,BAPW,Insider_BAPW_2,Controller,S-Sale,4825,35.16,169629.42,833,Direct,7
6494,2018-08-24,2018-08-20,ZVLY,Insider_ZVLY_0,Director,P-Purchase,4137,27.62,114256.36,84468,Trust,4
4643,2018-08-24,2018-08-17,OWNK,Insider_OWNK_2,CEO,S-Sale,2036,36.93,75193.54,12639,Direct,7
4394,2018-08-27,2018-08-25,XEMD,Insider_XEMD_5,10% Owner,S-Sale,9555,20.28,193730.1,0,Indirect,2
3837,2018-08-27,2018-08-25,BCQ,Insider_BCQ_1,Director,P-Purchase,320,3.98,1272.17,75102,Direct,2
6700,2018-08-27,2018-08-26,NWY,Insider_NWY_2,10% Owner,S-Sale,14818,8.3,123029.34,48375,Direct,1
4925,2018-08-28,2018-08-28,BTO,Insider_BTO_1,General Counsel,S-Sale,23817,14.09,335495.7,0,Direct,0
600,2018-08-28,2018-08-21,VNFF,Insider_VNFF_3,SVP,S-Sale,694,22.49,15608.53,9068,Trust,7
5540,2018-08-28,2018-08-27,MROD,Insider_MROD_6,VP,S-Sale,18914,8.1,153141.55,42725,Indirect,1
4479,2018-08-29,2018-08-29,EFCU,Insider_EFCU_1,VP,P-Purchase,129,6.89,888.57,6099,Direct,0
5190,2018-08-29,2018-08-28,FSLV,Insider_FSLV_3,10% Owner,P-Purchase,10392,27.41,284820.16,29866,Indirect,1
2985,2018-08-29,2018-08-26,YTMI,Insider_YTMI_6,Director,P-Purchase,303,22.24,6739.19,9950,Direct,3
4548,2018-08-29,2018-08-29,AHQ,Insider_AHQ_1,CTO,S-Sale,22185,9.2,204209.78,18053,Direct,0
7567,2018-08-30,2018-08-23,LEEW,Insider_LEEW_0,VP,S-Sale,5646,5.42,30616.87,26834,Indirect,7
7503,2018-08-30,2018-08-25,DNP,Insider_DNP_1,Director,S-Sale,12839,17.43,223734.67,0,Direct,5
5083,2018-08-31,2018-08-29,UPMR,Insider_UPMR_0,CFO,S-Sale,3308,8.63,28556.7,3337,Direct,2
5512,2018-08-31,2018-08-30,AHQ,Insider_AHQ_0,CTO,P-Purchase,376,5.97,2243.7,11326,Indirect,1
5386,2018-08-31,2018-08-30,EVY,Insider_EVY_6,SVP,S-Sale,7501,10.64,79783.49,7174,Direct,1
2201,2018-08-31,2018-08-29,QFX,Insider_QFX_6,10% Owner,P-Purchase,2171,3.69,8013.58,59996,Direct,2
3542,2018-09-03,2018-09-02,JZSG,Insider_JZSG_6,Director,S-Sale,5846,15.89,92889.78,0,Direct,1
1529,2018-09-03,2018-08-30,VBJ,Insider_VBJ_10,General Counsel,S-Sale,104824,3.65,382252.66,0,Indirect,4
594,2018-09-04,2018-08-30,JZSG,Insider_JZSG_6,Director,S-Sale,2466,12.1,29839.52,15582,Direct,5
2940,2018-09-04,2018-09-04,MMRZ,Insider_MMRZ_1,VP,S-Sale,308,9.14,2814.64,49240,Trust,0
7123,2018-09-04,2018-09-04,WCLZ,Insider_WCLZ_4,VP,S-Sale,30800,19.08,587783.67,0,Direct,0
689,2018-09-04,2018-09-01,QGX,Insider_QGX_8,COO,P-Purchase,16298,4.45,72602.65,24022,Direct,3
6938,2018-09-04,2018-08-30,VHB,Insider_VHB_0,CEO,P-Purchase,3120,12.07,37664.07,4754,Indirect,5
5908,2018-09-04,2018-08-30,VPYH,Insider_VPYH_2,COO,S-Sale,9665,7.38,71306.86,1938021,Direct,5
1008,2018-09-05,2018-09-01,AHQ,Insider_AHQ_3,Director,P-Purchase,1364,3.28,4475.68,12425,Direct,4
704,2018-09-06,2018-09-06,CQCP,Insider_CQCP_7,CFO,S-Sale,1748,86.56,151305.08,14954,Direct,0
7306,2018-09-06,2018-09-04,ZHZ,Insider_ZHZ_0,CFO,P-Purchase,2614,8.8,22992.9,17671,Direct,2
1448,2018-09-06,2018-09-04,XEMD,Insider_XEMD_9,SVP,S-Sale,5138,26.84,137929.24,34600,Indirect,2
4299,2018-09-06,2018-09-05,OWNK,Insider_OWNK_1,SVP,S-Sale,13539,23.48,317951.7,11725,Indirect,1
2015,2018-09-06,2018-09-03,YYR,Insider_YYR_4,SVP,S-Sale,216,19.29,4167.08,118314,Direct,3
7891,2018-09-06,2018-09-04,TKQH,Insider_TKQH_4,VP,S-Sale,151970,9.44,1434659.36,0,Trust,2
5307,2018-09-06,2018-09-03,PSD,Insider_PSD_3,CEO,S-Sale,135,17.44,2354.24,78660,Direct,3
1896,2018-09-07,2018-09-06,JSQX,Insider_JSQX_1,10% Owner,S-Sale,1683,18.91,31819.52,25792,Direct,1
849,2018-09-07,2018-09-03,GNZE,Insider_GNZE_1,Director,S-Sale,37023,2.67,98977.83,547821,Indirect,4
4608,2018-09-07,2018-09-05,NUFC,Insider_NUFC_3,SVP,P-Purchase,10756,25.49,274159.58,15448,Trust,2
186,2018-09-07,2018-09-04,TPYV,Insider_TPYV_0,VP,P-Purchase,562,6.91,3880.76,18893,Indirect,3
4101,2018-09-10,2018-09-08,CCAE,Insider_CCAE_3,Director,S-Sale,741,32.87,24356.21,2246,Indirect,2
133,2018-09-10,2018-09-10,VQI,Insider_VQI_4,Director,S-Sale,168556,9.31,1568433.43,0,Direct,0
7753,2018-09-10,2018-09-09,VQI,Insider_VQI_6,SVP,P-Purchase,741,14.32,10610.59,154782,Indirect,1
4623,2018-09-11,2018-09-07,OAU,Insider_OAU_2,Director,S-Sale,6082,6.45,39254.65,70928,Direct,4
573,2018-09-11,2018-09-09,JPO,Insider_JPO_4,VP,S-Sale,19877,3.74,74293.58,30582,Direct,2
3727,2018-09-12,2018-09-11,QGX,Insider_QGX_5,General Counsel,S-Sale,6022,4.54,27312.06,346736,Direct,1
4445,2018-09-12,2018-09-08,YCES,Insider_YCES_2,Director,P-Purchase,1386,8.38,11619.24,6455,Direct,4
4167,2018-09-12,2018-09-07,HGZZ,Insider_HGZZ_1,Controller,P-Purchase,7685,53.52,411290.62,21983,Direct,5
5485,2018-09-12,2018-09-09,OMA,Insider_OMA_5,CFO,S-Sale,3248,14.17,46026.27,0,Direct,3
1358,2018-09-12,2018-09-09,ASJL,Insider_ASJL_4,General Counsel,S-Sale,110,31.66,3482.83,9546,Indirect,3
1425,2018-09-13,2018-09-09,FSLV,Insider_FSLV_2,10% Owner,S-Sale,1080,28.06,30300.17,20504,Direct,4
4973,2018-09-13,2018-09-11,OQKU,Insider_OQKU_1,Controller,S-Sale,701,46.93,32899.75,14471,Trust,2
2974,2018-09-13,2018-09-10,MOUP,Insider_MOUP_0,COO,P-Purchase,353,4.61,1629.05,305449,Direct,3
1225,2018-09-13,2018-09-11,YTQB,Insider_YTQB_2,Director,S-Sale,216,2.31,497.99,13709,Direct,2
546,2018-09-13,2018-09-09,LLEG,Insider_LLEG_2,SVP,S-Sale,2550,23.69,60409.59,4882,Trust,4
6956,2018-09-14,2018-09-09,NBKS,Insider_NBKS_7,General Counsel,S-Sale,34643,6.09,210967.03,19557,Direct,5
1670,2018-09-14,2018-09-13,DRHD,Insider_DRHD_0,10% Owner,S-Sale,22254,6.26,139279.48,12105,Direct,1
7853,2018-09-14,2018-09-13,VBJ,Insider_VBJ_6,Director,S-Sale,4339,2.45,10615.58,39557,Direct,1
7510,2018-09-17,2018-09-12,QGX,Insider_QGX_4,COO,S-Sale,3109,4.69,14583.0,28221,Indirect,5
2021,2018-09-17,2018-09-17,ZREI,Insider_ZREI_1,Director,P-Purchase,1315,33.22,43682.35,238440,Indirect,0
4837,2018-09-18,2018-09-15,ICA,Insider_ICA_1,Director,S-Sale,15406,43.5,670146.07,330098,Trust,3
3945,2018-09-19,2018-09-17,APLS,Insider_APLS_3,10% Owner,S-Sale,15408,35.79,551468.83,0,Direct,2
6821,2018-09-19,2018-09-16,LZNB,Insider_LZNB_2,CFO,S-Sale,13130,8.52,111841.86,12795,Direct,3
2580,2018-09-20,2018-09-19,CYR,Insider_CYR_4,Director,S-Sale,393,8.17,3212.43,81669,Direct,1
7276,2018-09-20,2018-09-18,OSBT,Insider_OSBT_2,Director,S-Sale,1216,20.59,25043.12,29346,Direct,2
295,2018-09-20,2018-09-19,KKP,Insider_KKP_3,Director,P-Purchase,1193,7.69,9168.82,329162,Direct,1
719,2018-09-20,2018-09-18,CSP,Insider_CSP_0,10% Owner,S-Sale,6407,13.35,85545.15,0,Trust,2
2487,2018-09-20,2018-09-20,QGX,Insider_QGX_7,Director,P-Purchase,407,4.35,1771.54,26614,Direct,0
5142,2018-09-20,2018-09-18,LFBU,Insider_LFBU_0,CEO,S-Sale,8430,12.32,103875.72,3764,Direct,2
3233,2018-09-21,2018-09-18,UWI,Insider_UWI_3,VP,S-Sale,1029,34.07,35059.88,6406,Direct,3
6931,2018-09-24,2018-09-23,KZW,Insider_KZW_1,CFO,S-Sale,3005,27.93,83935.48,20524,Indirect,1
1663,2018-09-25,2018-09-25,WCLZ,Insider_WCLZ_1,CEO,S-Sale,16286,30.01,488821.48,0,Indirect,0
3138,2018-09-25,2018-09-21,AVA,Insider_AVA_1,CEO,S-Sale,5566,31.56,175635.68,7953,Indirect,4
6072,2018-09-25,2018-09-22,KKP,Insider_KKP_5,CFO,S-Sale,6221,17.4,108241.2,10667,Direct,3
4250,2018-09-26,2018-09-24,HGRH,Insider_HGRH_2,Director,S-Sale,906,8.63,7821.25,67282,Direct,2
3684,2018-09-27,2018-09-23,GAAY,Insider_GAAY_1,10% Owner,S-Sale,405,19.15,7754.0,13182,Direct,4
2054,2018-09-27,2018-09-25,FHI,Insider_FHI_4,VP,S-Sale,31013,26.74,829183.37,0,Indirect,2
6544,2018-09-27,2018-09-24,ZWZ,Insider_ZWZ_3,Director,P-Purchase,2714,5.03,13644.09,56344,Direct,3
7602,2018-09-27,2018-09-26,HGZZ,Insider_HGZZ_4,General Counsel,S-Sale,16492,37.1,611829.76,596275,Direct,1
6415,2018-09-28,2018-09-21,RBV,Insider_RBV_0,Director,P-Purchase,1026,3.87,3965.68,40319,Trust,7
7184,2018-09-28,2018-09-18,EFCU,Insider_EFCU_3,CFO,P-Purchase,598,4.13,2467.39,14075,Direct,10
4276,2018-10-01,2018-09-30,OKH,Insider_OKH_9,CEO,S-Sale,291,10.41,3029.86,347395,Direct,1
9,2018-10-01,2018-09-29,AQH,Insider_AQH_5,VP,S-Sale,22068,17.33,382523.68,0,Indirect,2
5790,2018-10-01,2018-09-24,AIKV,Insider_AIKV_2,10% Owner,P-Purchase,257,2.9,745.31,2590,Direct,7
2026,2018-10-01,2018-09-29,UWI,Insider_UWI_2,VP,P-Purchase,133,28.43,3780.91,37236,Direct,2
6013,2018-10-02,2018-09-30,OKH,Insider_OKH_0,COO,S-Sale,1308,14.85,19427.98,18021,Direct,2
2558,2018-10-02,2018-09-28,OWO,Insider_OWO_1,10% Owner,S-Sale,304,5.23,1589.35,262372,Trust,4
2756,2018-10-02,2018-09-30,GNZE,Insider_GNZE_1,Director,P-Purchase,1191,4.21,5016.88,7748,Direct,2
1817,2018-10-02,2018-10-01,AEWZ,Insider_AEWZ_0,10% Owner,P-Purchase,610,14.88,9074.64,51733,Direct,1
1737,2018-10-03,2018-10-02,BAPW,Insider_BAPW_1,Director,S-Sale,969,73.65,71366.54,11642,Direct,1
455,2018-10-03,2018-09-26,VZCH,Insider_VZCH_7,VP,P-Purchase,4597,5.84,26848.34,18529,Direct,7
2445,2018-10-03,2018-09-26,AVA,Insider_AVA_3,CEO,P-Purchase,1338,38.73,51822.73,20794,Direct,7
1418,2018-10-03,2018-10-01,GYQ,Insider_GYQ_5,CFO,S-Sale,100,15.89,1588.94,117470,Direct,2
6237,2018-10-03,2018-10-03,YVQM,Insider_YVQM_0,Director,S-Sale,17247,11.03,190241.67,0,Indirect,0
1508,2018-10-03,2018-10-02,ZMI,Insider_ZMI_8,SVP,P-Purchase,445,14.04,6246.15,52088,Indirect,1
5221,2018-10-03,2018-09-30,KEDC,Insider_KEDC_8,SVP,P-Purchase,7171,10.22,73270.74,32183,Direct,3
5692,2018-10-04,2018-10-02,ZSZ,Insider_ZSZ_1,Director,P-Purchase,1517,2.79,4239.03,3494,Direct,2
344,2018-10-04,2018-10-01,BOHH,Insider_BOHH_1,Director,S-Sale,2053,58.02,119119.58,114861,Indirect,3
5873,2018-10-04,2018-10-03,PSD,Insider_PSD_3,CEO,S-Sale,223016,17.19,3834637.44,0,Direct,1
2126,2018-10-05,2018-10-03,CYR,Insider_CYR_7,SVP,S-Sale,9042,4.12,37263.91,0,Direct,2
3466,2018-10-05,2018-10-03,CQCP,Insider_CQCP_0,10% Owner,P-Purchase,655,46.91,30725.27,12122,Direct,2
7148,2018-10-05,2018-10-04,XUD,Insider_XUD_3,Director,P-Purchase,517,2.16,1118.0,50468,Direct,1
3942,2018-10-05,2018-09-28,OWO,Insider_OWO_2,CEO,S-Sale,35364,3.14,111018.84,5219,Direct,7
2939,2018-10-05,2018-10-03,GZSW,Insider_GZSW_9,VP,S-Sale,2406,21.71,52225.14,4366,Direct,2
1480,2018-10-05,2018-10-04,IRZ,Insider_IRZ_3,VP,P-Purchase,1123,9.07,10190.32,6917,Indirect,1
6440,2018-10-05,2018-09-28,GYQ,Insider_GYQ_3,SVP,S-Sale,7199,16.93,121884.32,0,Direct,7
4633,2018-10-08,2018-10-05,ASJL,Insider_ASJL_2,SVP,S-Sale,26683,18.16,484572.72,0,Indirect,3
247,2018-10-08,2018-10-05,ZVLY,Insider_ZVLY_5,Director,P-Purchase,574,13.71,7869.21,2044,Direct,3
292,2018-10-09,2018-10-08,HIGA,Insider_HIGA_5,Controller,S-Sale,339,2.82,954.86,6785,Indirect,1
1359,2018-10-09,2018-10-08,MAVT,Insider_MAVT_3,10% Owner,S-Sale,1515,2.57,3897.4,3624,Direct,1
167,2018-10-10,2018-10-06,BCQ,Insider_BCQ_1,Director,S-Sale,488,8.6,4196.57,123962,Direct,4
2768,2018-10-10,2018-10-07,GYM,Insider_GYM_2,General Counsel,S-Sale,3537,22.81,80669.81,361375,Trust,3
1237,2018-10-10,2018-10-07,HIGA,Insider_HIGA_3,Director,S-Sale,97293,3.61,351649.89,0,Direct,3
1074,2018-10-11,2018-10-09,NCA,Insider_NCA_5,SVP,S-Sale,1705,26.25,44756.7,280,Indirect,2
7392,2018-10-11,2018-10-04,YQYX,Insider_YQYX_0,Director,S-Sale,5571,21.91,122033.17,0,Direct,7
7038,2018-10-11,2018-10-06,XUD,Insider_XUD_2,SVP,S-Sale,42333,3.78,160110.91,73628,Direct,5
2243,2018-10-11,2018-10-09,APLS,Insider_APLS_0,Director,S-Sale,34377,19.8,680699.83,0,Direct,2
1969,2018-10-12,2018-10-08,YUFL,Insider_YUFL_6,Controller,S-Sale,22343,6.42,143472.22,44963,Indirect,4
570,2018-10-12,2018-10-08,XQQ,Insider_XQQ_4,10% Owner,S-Sale,171030,2.28,390480.08,0,Direct,4
7760,2018-10-12,2018-10-08,ERJ,Insider_ERJ_2,VP,S-Sale,57503,4.6,264435.8,303178,Direct,4
3823,2018-10-15,2018-10-12,PUEC,Insider_PUEC_0,VP,S-Sale,25374,3.99,101176.81,0,Indirect,3
6569,2018-10-15,2018-10-14,OYWE,Insider_OYWE_7,CTO,P-Purchase,108,20.61,2226.15,13460,Direct,1
1116,2018-10-15,2018-10-05,MROD,Insider_MROD_5,CEO,S-Sale,271,8.35,2263.25,27417,Indirect,10
5589,2018-10-15,2018-10-15,LMLN,Insider_LMLN_1,CFO,S-Sale,26498,12.6,333754.29,0,Direct,0
6145,2018-10-15,2018-10-12,FHI,Insider_FHI_6,Director,S-Sale,3470,23.06,80031.6,5370,Direct,3
7722,2018-10-15,2018-10-12,JBZ,Insider_JBZ_1,SVP,P-Purchase,1190,12.0,14275.89,16797,Direct,3
5484,2018-10-16,2018-10-09,MMRZ,Insider_MMRZ_2,VP,S-Sale,170902,7.85,1342256.48,0,Direct,7
7071,2018-10-16,2018-10-15,TOOX,Insider_TOOX_5,Director,S-Sale,23642,4.35,102766.75,0,Direct,1
5101,2018-10-16,2018-10-15,BFRB,Insider_BFRB_3,COO,S-Sale,5659,3.28,18551.29,37120,Indirect,1
3816,2018-10-16,2018-10-13,NPNL,Insider_NPNL_8,CTO,P-Purchase,3241,10.76,34864.52,23606,Direct,3
4786,2018-10-16,2018-10-14,ASJL,Insider_ASJL_1,VP,P-Purchase,1143,32.45,37086.15,2545,Indirect,2
1649,2018-10-16,2018-10-15,KEDC,Insider_KEDC_8,SVP,P-Purchase,34374,5.55,190891.73,130010,Trust,1
4234,2018-10-16,2018-10-09,KDMG,Insider_KDMG_2,Controller,P-Purchase,1372,18.41,25255.97,8115,Direct,7
5156,2018-10-16,2018-10-14,HGRH,Insider_HGRH_0,10% Owner,P-Purchase,5225,9.86,51512.97,40820,Indirect,2
1067,2018-10-17,2018-10-13,NTS,Insider_NTS_6,VP,S-Sale,21412,53.29,1141001.54,62561,Direct,4
3377,2018-10-17,2018-10-14,BULZ,Insider_BULZ_2,VP,S-Sale,55186,5.22,287951.49,7556,Direct,3
5023,2018-10-17,2018-10-15,MROD,Insider_MROD_0,10% Owner,S-Sale,1885,9.13,17209.67,9966,Direct,2
6985,2018-10-17,2018-10-16,JZL,Insider_JZL_2,Controller,P-Purchase,205,15.21,3118.63,21093,Direct,1
4730,2018-10-17,2018-10-15,HIGA,Insider_HIGA_5,Controller,P-Purchase,592,5.45,3225.48,12475,Direct,2
6887,2018-10-18,2018-10-17,CYR,Insider_CYR_4,Director,S-Sale,62468,3.28,204841.96,0,Direct,1
4671,2018-10-18,2018-10-15,CCAE,Insider_CCAE_2,General Counsel,S-Sale,34523,15.11,521611.88,0,Direct,3
508,2018-10-18,2018-10-16,NRZI,Insider_NRZI_2,CFO,S-Sale,408,33.84,13808.63,2412,Direct,2
2511,2018-10-19,2018-10-09,XQQ,Insider_XQQ_2,SVP,S-Sale,528,5.31,2805.87,11859,Indirect,10
3155,2018-10-19,2018-10-18,CCAE,Insider_CCAE_0,Controller,P-Purchase,100,22.13,2212.91,108996,Direct,1
1503,2018-10-19,2018-10-14,XEC,Insider_XEC_3,VP,S-Sale,13636,5.89,80254.01,83954,Direct,5
4822,2018-10-19,2018-10-16,EXQN,Insider_EXQN_0,General Counsel,S-Sale,3281,7.85,25747.78,18673,Direct,3
2854,2018-10-19,2018-10-16,HGRH,Insider_HGRH_2,Director,S-Sale,4567,5.54,25303.61,48743,Indirect,3
7646,2018-10-19,2018-10-18,VXI,Insider_VXI_4,CEO,S-Sale,578,10.28,5944.38,50605,Trust,1
2902,2018-10-22,2018-10-20,ROV,Insider_ROV_1,Controller,S-Sale,32595,20.82,678761.61,43104,Direct,2
5303,2018-10-22,2018-10-20,JWZ,Insider_JWZ_1,CEO,P-Purchase,122,17.47,2131.07,7341,Direct,2
54,2018-10-22,2018-10-17,ZNXS,Insider_ZNXS_0,CFO,P-Purchase,801,4.45,3566.7,72675,Indirect,5
4289,2018-10-22,2018-10-21,YTQB,Insider_YTQB_0,Controller,S-Sale,2921,3.07,8955.23,51536,Trust,1
2010,2018-10-23,2018-10-22,ASJL,Insider_ASJL_4,General Counsel,S-Sale,1288,48.9,62988.24,3485,Direct,1
18,2018-10-23,2018-10-21,CATU,Insider_CATU_0,General Counsel,P-Purchase,431,5.1,2197.42,148434,Direct,2
5863,2018-10-23,2018-10-19,EFCU,Insider_EFCU_0,Controller,S-Sale,1957,4.44,8679.54,11500,Direct,4
434,2018-10-23,2018-10-21,BCQ,Insider_BCQ_1,Director,S-Sale,5542,9.71,53812.49,12941,Direct,2
3750,2018-10-23,2018-10-20,ZJMS,Insider_ZJMS_5,CTO,P-Purchase,222,12.33,2737.6,32410,Direct,3
3713,2018-10-23,2018-10-21,MRZF,Insider_MRZF_2,10% Owner,S-Sale,100,12.01,1201.44,4753,Indirect,2
3260,2018-10-23,2018-10-23,IRZ,Insider_IRZ_4,Director,S-Sale,955,6.37,6079.2,495,Trust,0
212,2018-10-23,2018-10-20,AASK,Insider_AASK_7,CTO,S-Sale,13848,21.37,295927.2,122167,Indirect,3
5699,2018-10-24,2018-10-21,UFZL,Insider_UFZL_4,CFO,S-Sale,10334,3.2,33018.28,27141,Direct,3
7823,2018-10-24,2018-10-21,ZLY,Insider_ZLY_0,10% Owner,S-Sale,1059,7.51,7949.25,414,Direct,3
549,2018-10-24,2018-10-21,VZCH,Insider_VZCH_3,10% Owner,P-Purchase,1456,6.35,9239.7,21265,Indirect,3
4498,2018-10-24,2018-10-21,AASK,Insider_AASK_7,CTO,S-Sale,9937,11.53,114561.49,30813,Direct,3
5222,2018-10-24,2018-10-22,AVA,Insider_AVA_2,CEO,P-Purchase,17306,40.46,700184.25,24807,Trust,2
3357,2018-10-25,2018-10-21,OSLW,Insider_OSLW_7,VP,S-Sale,9587,22.69,217546.85,0,Direct,4
1635,2018-10-25,2018-10-23,AHQ,Insider_AHQ_1,CTO,S-Sale,4886,5.34,26076.43,134797,Direct,2
3474,2018-10-25,2018-10-22,WDWK,Insider_WDWK_7,CEO,S-Sale,10209,49.02,500397.99,0,Direct,3
5445,2018-10-25,2018-10-21,LFBU,Insider_LFBU_2,Director,S-Sale,376,8.22,3091.92,82231,Indirect,4
517,2018-10-25,2018-10-23,MTO,Insider_MTO_1,VP,S-Sale,37579,70.69,2656385.69,20143,Indirect,2
2825,2018-10-25,2018-10-24,HGC,Insider_HGC_6,Director,S-Sale,8396,76.17,639549.27,6480,Indirect,1
7843,2018-10-25,2018-10-23,UPT,Insider_UPT_2,SVP,S-Sale,15117,3.76,56788.85,43043,Direct,2
4800,2018-10-25,2018-10-24,AVA,Insider_AVA_0,Director,S-Sale,745,19.01,14159.55,17460,Direct,1
104,2018-10-25,2018-10-23,LMLN,Insider_LMLN_2,VP,P-Purchase,64407,12.23,787455.53,87099,Direct,2
